A,B,shared,P(B|A),P(A|B),lift,containment_pct,below_fidelity_tier,proposed_class,reason,source,final_class,my_reason,note
Involuntary_Commitments,Parents_Receiving_Child_Welfare_Services,142,0.028343313,0.020062164,2.137557549,0.028343313,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Families_Receiving_Child_Welfare_Services,Individuals_Receiving_Mental_Health_Services,684,0.219371392,0.012377178,2.11896259,0.219371392,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Individuals_Receiving_Homelessness_and_Housing_Services,Jail_Population,549,0.025156945,0.079312337,1.940010376,0.079312337,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Families_Receiving_Child_Welfare_Services,Homeless_Population,38,0.0121873,0.011127379,1.904998042,0.0121873,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Children_in_Care,Individuals_Receiving_Homelessness_and_Housing_Services,165,0.073759499,0.00756083,1.804185812,0.073759499,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Children_Receiving_Child_Welfare_Services,Individuals_Receiving_Homelessness_and_Housing_Services,511,0.069942513,0.023415662,1.710820854,0.069942513,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Individuals_Receiving_Intellectual_Disability_Services,Jail_Population,132,0.020754717,0.019069633,1.600526895,0.020754717,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Older_Adults_Receiving_Services,Overdoses,66,0.003938182,0.050037908,1.59378155,0.050037908,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Children_Receiving_DHS_Funded_Out_of_School_Programs,Individuals_Receiving_DHS_Services,292,0.243739566,0.003555685,1.584324987,0.243739566,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Individuals_Receiving_Family_Strengthening_Programs,Involuntary_Commitments,43,0.014400536,0.008582834,1.534329666,0.014400536,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Individuals_Receiving_Family_Strengthening_Programs,Jail_Population,59,0.019758875,0.008523548,1.523731231,0.019758875,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Children_in_Care,Involuntary_Commitments,30,0.013410818,0.005988024,1.428878497,0.013410818,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Children_Receiving_DHS_Funded_Out_of_School_Programs,Individuals_Receiving_Mental_Health_Services,173,0.144407346,0.003130485,1.394866306,0.144407346,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Children_Receiving_Child_Welfare_Services,Individuals_Receiving_Intellectual_Disability_Services,120,0.016424856,0.018867925,1.378549034,0.018867925,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Children_Receiving_Early_Intervention_Services,Homeless_Population,55,0.008145735,0.016105417,1.27326061,0.016105417,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Individuals_Receiving_Family_Strengthening_Programs,Individuals_Receiving_Intellectual_Disability_Services,44,0.014735432,0.006918239,1.23675454,0.014735432,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Jail_Population,Older_Adults_Receiving_Services,254,0.036694597,0.015156036,1.168777323,0.036694597,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Individuals_Receiving_Homelessness_and_Housing_Services,Overdoses,62,0.002841039,0.047005307,1.149767947,0.047005307,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Individuals_Receiving_DHS_Services,Overdoses,221,0.002691118,0.167551175,1.08909488,0.167551175,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Individuals_Receiving_Intellectual_Disability_Services,Parents_Receiving_Child_Welfare_Services,91,0.014308176,0.012856739,1.079074611,0.014308176,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Children_Receiving_Early_Intervention_Services,Individuals_Receiving_Mental_Health_Services,748,0.110781991,0.013535277,1.070070676,0.110781991,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Children_in_Care,Individuals_Receiving_Income_Supports,2119,0.947250782,0.004216664,1.006191711,0.947250782,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Children_Receiving_Early_Intervention_Services,Individuals_Receiving_DHS_Services,961,0.142328199,0.011702102,0.925143693,0.142328199,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Individuals_Receiving_Mental_Health_Services,Overdoses,123,0.002225721,0.093252464,0.900748639,0.093252464,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Individuals_Receiving_Intellectual_Disability_Services,Individuals_Receiving_Substance_Use_Disorder_Services,136,0.021383648,0.010615048,0.890928021,0.021383648,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Involuntary_Commitments,Older_Adults_Receiving_Services,136,0.027145709,0.008115043,0.86463107,0.027145709,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Children_Receiving_DHS_Funded_Out_of_School_Programs,Individuals_Receiving_Homelessness_and_Housing_Services,42,0.035058431,0.001924575,0.857542742,0.035058431,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Children_Receiving_Early_Intervention_Services,Mental_Health_Crises,75,0.01110782,0.010351967,0.818404853,0.01110782,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Children_Receiving_Child_Welfare_Services,Involuntary_Commitments,53,0.007254312,0.010578842,0.772923002,0.010578842,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Homeless_Population,Older_Adults_Receiving_Services,82,0.024011713,0.004892893,0.764808664,0.024011713,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Mental_Health_Crises,Older_Adults_Receiving_Services,166,0.022912353,0.009905126,0.729792428,0.022912353,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Individuals_Receiving_Substance_Use_Disorder_Services,Older_Adults_Receiving_Services,275,0.021464252,0.016409094,0.683668261,0.021464252,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Individuals_Receiving_Intellectual_Disability_Services,Older_Adults_Receiving_Services,136,0.021383648,0.008115043,0.68110089,0.021383648,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Homicides,Individuals_Receiving_Income_Supports,106,0.61627907,0.000210933,0.654625895,0.61627907,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Individuals_Receiving_Mental_Health_Services,Older_Adults_Receiving_Services,1117,0.020212439,0.066650755,0.643796143,0.066650755,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Individuals_Receiving_Homelessness_and_Housing_Services,Individuals_Receiving_Intellectual_Disability_Services,164,0.007515007,0.025786164,0.630739509,0.025786164,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Families_Receiving_Child_Welfare_Services,Individuals_Receiving_Income_Supports,1836,0.588838999,0.003653513,0.625478417,0.588838999,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Children_Receiving_DHS_Funded_Out_of_School_Programs,Individuals_Receiving_Income_Supports,692,0.577629382,0.001377032,0.613571302,0.577629382,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Individuals_Receiving_Homelessness_and_Housing_Services,Older_Adults_Receiving_Services,411,0.018833341,0.024524136,0.599869836,0.024524136,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Children_Receiving_Early_Intervention_Services,Individuals_Receiving_Intellectual_Disability_Services,48,0.007109005,0.00754717,0.596663462,0.00754717,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Individuals_Receiving_Family_Strengthening_Programs,Older_Adults_Receiving_Services,54,0.018084394,0.003222149,0.576014759,0.018084394,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Children_Attending_Early_Childhood_Programs_Managed_by_DHS,Individuals_Receiving_Income_Supports,163,0.467048711,0.000324359,0.496109953,0.467048711,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Children_Receiving_Early_Intervention_Services,Individuals_Receiving_Homelessness_and_Housing_Services,134,0.019845972,0.006140311,0.485440122,0.019845972,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Individuals_Receiving_Income_Supports,Overdoses,436,0.00086761,0.33055345,0.351121527,0.33055345,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Older_Adults_Receiving_Services,Parents_Receiving_Child_Welfare_Services,75,0.004475207,0.010596214,0.337505116,0.010596214,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Families_Receiving_Child_Welfare_Services,Older_Adults_Receiving_Services,32,0.010262989,0.001909422,0.326891421,0.010262989,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Children_Receiving_Child_Welfare_Services,Individuals_Receiving_Substance_Use_Disorder_Services,37,0.005064331,0.002887918,0.211000207,0.005064331,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
Individuals_Receiving_Income_Supports,Suicides,66,0.000131335,0.056074766,0.059563915,0.056074766,True,REVIEW,no documented nesting relationship in documented_facts.md -- analyst classification required,none -- classification rests on the absence of a documented nesting relationship,BELOW_TIER,ineligible as findings per M6; not individually adjudicated.,
